Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"U.S. Africa Command (AFRICOM) (CLOSED)",https://www.congress.gov/event/116th-congress/house-event/110706,116th,"House of Representatives",2020-03-11T19:00:00Z,"House Appropriations"
"Department of Energy FY2021 Budget Request for Advanced Research Projects Agency—Energy, Office of Science, and Environmental Management",https://www.congress.gov/event/116th-congress/house-event/110705,116th,"House of Representatives",2020-03-11T18:00:00Z,"House Appropriations"
"Government Publishing Office FY2021 Budget Hearing",https://www.congress.gov/event/116th-congress/house-event/110535,116th,"House of Representatives",2020-03-11T18:00:00Z,"House Appropriations"
"Impact of PFAS Exposure on Servicemembers",https://www.congress.gov/event/116th-congress/house-event/110704,116th,"House of Representatives",2020-03-11T17:30:00Z,"House Appropriations"
"Architect of the Capitol FY2021 Budget Hearing",https://www.congress.gov/event/116th-congress/house-event/110534,116th,"House of Representatives",2020-03-11T17:00:00Z,"House Appropriations"
"Food and Drug Administration Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110702,116th,"House of Representatives",2020-03-11T15:00:00Z,"House Appropriations"
"U.S. Central Command (CENTCOM) (CLOSED)",https://www.congress.gov/event/116th-congress/house-event/110703,116th,"House of Representatives",2020-03-11T15:00:00Z,"House Appropriations"
"Federal Aviation Administration Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110672,116th,"House of Representatives",2020-03-11T14:30:00Z,"House Appropriations"
"Immigration and Customs Enforcement Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110701,116th,"House of Representatives",2020-03-11T14:30:00Z,"House Appropriations"
"Department of the Treasury Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110700,116th,"House of Representatives",2020-03-11T14:00:00Z,"House Appropriations"
"Federal Communications Commission Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110696,116th,"House of Representatives",2020-03-11T14:00:00Z,"House Appropriations"
"National Labor Relations Board Budget Request for FY 2021",https://www.congress.gov/event/116th-congress/house-event/110699,116th,"House of Representatives",2020-03-11T14:00:00Z,"House Appropriations"
"Department of the Interior Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110695,116th,"House of Representatives",2020-03-11T13:30:00Z,"House Appropriations"
"U.S. Army Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110684,116th,"House of Representatives",2020-03-10T19:00:00Z,"House Appropriations"
"Public Witness Day",https://www.congress.gov/event/116th-congress/house-event/110683,116th,"House of Representatives",2020-03-10T18:00:00Z,"House Appropriations"
"U.S. Army Corps of Engineers and Bureau of Reclamation Budget Requests for FY2021",https://www.congress.gov/event/116th-congress/house-event/110682,116th,"House of Representatives",2020-03-10T18:00:00Z,"House Appropriations"
"U.S. Coast Guard Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110681,116th,"House of Representatives",2020-03-10T17:30:00Z,"House Appropriations"
"U.S. Southern Command (SOUTHCOM) (Closed)",https://www.congress.gov/event/116th-congress/house-event/110680,116th,"House of Representatives",2020-03-10T15:00:00Z,"House Appropriations"
"Department of Commerce Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110678,116th,"House of Representatives",2020-03-10T14:30:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/116th-congress/house-event/110679,116th,"House of Representatives",2020-03-10T14:30:00Z,"House Appropriations"
"Centers for Disease Control and Prevention Budget Request for FY 2021",https://www.congress.gov/event/116th-congress/house-event/110676,116th,"House of Representatives",2020-03-10T14:00:00Z,"House Appropriations"
"Department of Agriculture Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110674,116th,"House of Representatives",2020-03-10T14:00:00Z,"House Appropriations"
"Department of State Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110677,116th,"House of Representatives",2020-03-10T14:00:00Z,"House Appropriations"
"United States Office of Management and Budget Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110675,116th,"House of Representatives",2020-03-10T14:00:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/116th-congress/house-event/110673,116th,"House of Representatives",2020-03-10T13:30:00Z,"House Appropriations"
"Defense Health Program (DHP)",https://www.congress.gov/event/116th-congress/house-event/110625,116th,"House of Representatives",2020-03-05T14:00:00Z,"House Appropriations"
"U.S. Space Force Organizational Plan",https://www.congress.gov/event/116th-congress/house-event/110624,116th,"House of Representatives",2020-03-04T20:00:00Z,"House Appropriations"
"Department of Energy/National Nuclear Security Administration",https://www.congress.gov/event/116th-congress/house-event/110623,116th,"House of Representatives",2020-03-04T19:00:00Z,"House Appropriations"
"Public Witnesses testifying on FY21 Budget",https://www.congress.gov/event/116th-congress/house-event/110517,116th,"House of Representatives",2020-03-04T19:00:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/116th-congress/house-event/110521,116th,"House of Representatives",2020-03-04T18:45:00Z,"House Appropriations"
"Export and Finance Agencies Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110621,116th,"House of Representatives",2020-03-04T18:00:00Z,"House Appropriations"
"Member Witnesses FY2021 Budget Requests",https://www.congress.gov/event/116th-congress/house-event/110530,116th,"House of Representatives",2020-03-04T18:00:00Z,"House Appropriations"
"U.S. Navy/Marine Corps Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110620,116th,"House of Representatives",2020-03-04T16:00:00Z,"House Appropriations"
"Department of Housing and Urban Development Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110618,116th,"House of Representatives",2020-03-04T15:30:00Z,"House Appropriations"
"Department of Veterans Affairs Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110619,116th,"House of Representatives",2020-03-04T15:30:00Z,"House Appropriations"
"Department of the Treasury Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110615,116th,"House of Representatives",2020-03-04T15:00:00Z,"House Appropriations"
"National Institutes of Health Budget Request for FY 2021",https://www.congress.gov/event/116th-congress/house-event/110616,116th,"House of Representatives",2020-03-04T15:00:00Z,"House Appropriations"
"U.S. Environmental Protection Agency Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110614,116th,"House of Representatives",2020-03-04T14:30:00Z,"House Appropriations"
"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2021",https://www.congress.gov/event/116th-congress/house-event/LC66080/text,116th,"House of Representatives",2020-03-04T05:00:00Z,"House Appropriations"
"National Guard/Reserves",https://www.congress.gov/event/116th-congress/house-event/110613,116th,"House of Representatives",2020-03-03T20:00:00Z,"House Appropriations"
"Department of Energy Applied Energy Programs’ Budget Requests for FY2021",https://www.congress.gov/event/116th-congress/house-event/110612,116th,"House of Representatives",2020-03-03T19:00:00Z,"House Appropriations"
"House Officers FY2021 Budget Hearing",https://www.congress.gov/event/116th-congress/house-event/110533,116th,"House of Representatives",2020-03-03T18:00:00Z,"House Appropriations"
"Military Privatized Housing",https://www.congress.gov/event/116th-congress/house-event/110611,116th,"House of Representatives",2020-03-03T15:30:00Z,"House Appropriations"
"Smithsonian Institution Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110610,116th,"House of Representatives",2020-03-03T15:30:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/116th-congress/house-event/110607,116th,"House of Representatives",2020-03-03T15:00:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/116th-congress/house-event/110525,116th,"House of Representatives",2020-03-03T15:00:00Z,"House Appropriations"
"Reducing Childhood Poverty",https://www.congress.gov/event/116th-congress/house-event/110608,116th,"House of Representatives",2020-03-03T15:00:00Z,"House Appropriations"
"United States Agency for International Development Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110609,116th,"House of Representatives",2020-03-03T15:00:00Z,"House Appropriations"
"National Gallery of Art Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110606,116th,"House of Representatives",2020-03-03T14:30:00Z,"House Appropriations"
"STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS APPROPRIATIONS FOR 2021",https://www.congress.gov/event/116th-congress/house-event/LC65892/text,116th,"House of Representatives",2020-03-03T05:00:00Z,"House Appropriations"
"World-Wide Threat (Closed)",https://www.congress.gov/event/116th-congress/house-event/110562,116th,"House of Representatives",2020-02-27T20:00:00Z,"House Appropriations"
"World-Wide Threat (Closed)",https://www.congress.gov/event/116th-congress/house-event/110557,116th,"House of Representatives",2020-02-27T20:00:00Z,"House Appropriations"
"Department of Energy Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110556,116th,"House of Representatives",2020-02-27T19:00:00Z,"House Appropriations"
"Government Accountability Office FY2021 Budget Hearing",https://www.congress.gov/event/116th-congress/house-event/110531,116th,"House of Representatives",2020-02-27T19:00:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/116th-congress/house-event/110519,116th,"House of Representatives",2020-02-27T19:00:00Z,"House Appropriations"
"Library of Congress FY2021 Budget Hearing",https://www.congress.gov/event/116th-congress/house-event/110532,116th,"House of Representatives",2020-02-27T18:00:00Z,"House Appropriations"
"Oversight of VA’s Electronic Health Record Modernization Implementation",https://www.congress.gov/event/116th-congress/house-event/110555,116th,"House of Representatives",2020-02-27T18:00:00Z,"House Appropriations"
"U.S. Forest Service Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110554,116th,"House of Representatives",2020-02-27T18:00:00Z,"House Appropriations"
"Health and Human Services Office of Inspector General",https://www.congress.gov/event/116th-congress/house-event/110552,116th,"House of Representatives",2020-02-27T16:00:00Z,"House Appropriations"
"U.S. European Command (EUCOM) (Closed)",https://www.congress.gov/event/116th-congress/house-event/110553,116th,"House of Representatives",2020-02-27T16:00:00Z,"House Appropriations"
"Department of Transportation Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110551,116th,"House of Representatives",2020-02-27T15:30:00Z,"House Appropriations"
"Department of Education Budget Request for FY 2021",https://www.congress.gov/event/116th-congress/house-event/110550,116th,"House of Representatives",2020-02-27T15:00:00Z,"House Appropriations"
"U.S. Customs and Border Protection Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110561,116th,"House of Representatives",2020-02-27T14:30:00Z,"House Appropriations"
"U.S. Customs and Border Protection Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110549,116th,"House of Representatives",2020-02-27T14:30:00Z,"House Appropriations"
"DEPARTMENTS OF TRANSPORTATION, AND HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2021",https://www.congress.gov/event/116th-congress/house-event/LC65856/text,116th,"House of Representatives",2020-02-27T05:00:00Z,"House Appropriations"
"STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS APPROPRIATIONS FOR 2021",https://www.congress.gov/event/116th-congress/house-event/LC65893/text,116th,"House of Representatives",2020-02-27T05:00:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/116th-congress/house-event/110523,116th,"House of Representatives",2020-02-26T19:30:00Z,"House Appropriations"
"Judiciary Department Fiscal Year 2021 Budget Request",https://www.congress.gov/event/116th-congress/house-event/110547,116th,"House of Representatives",2020-02-26T19:00:00Z,"House Appropriations"
"Department of Homeland Security Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110546,116th,"House of Representatives",2020-02-26T15:30:00Z,"House Appropriations"
"Department of Health and Human Services Budget Request for FY 2021",https://www.congress.gov/event/116th-congress/house-event/110545,116th,"House of Representatives",2020-02-26T14:30:00Z,"House Appropriations"
"DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2021",https://www.congress.gov/event/116th-congress/house-event/LC65927/text,116th,"House of Representatives",2020-02-26T05:00:00Z,"House Appropriations"
"American Indian and Alaska Native Public Witness Day 2 Afternoon Session",https://www.congress.gov/event/116th-congress/house-event/110493,116th,"House of Representatives",2020-02-12T18:00:00Z,"House Appropriations"
"Congressional Budget Office FY 2021 Budget Request",https://www.congress.gov/event/116th-congress/house-event/110479,116th,"House of Representatives",2020-02-12T16:30:00Z,"House Appropriations"
"Office of Congressional Workplace Rights FY 2021 Budget Request",https://www.congress.gov/event/116th-congress/house-event/110478,116th,"House of Representatives",2020-02-12T15:30:00Z,"House Appropriations"
"Budget Hearing: Farm Credit Administration",https://www.congress.gov/event/116th-congress/house-event/110473,116th,"House of Representatives",2020-02-12T15:00:00Z,"House Appropriations"
"American Indian and Alaska Native Public Witness Day 2",https://www.congress.gov/event/116th-congress/house-event/110378,116th,"House of Representatives",2020-02-12T14:00:00Z,"House Appropriations"
"American Indian and Alaska Native Public Witness Day 1 Afternoon Session",https://www.congress.gov/event/116th-congress/house-event/110491,116th,"House of Representatives",2020-02-11T18:00:00Z,"House Appropriations"
"U.S. Capitol Police FY 2021 Budget Request",https://www.congress.gov/event/116th-congress/house-event/110477,116th,"House of Representatives",2020-02-11T16:00:00Z,"House Appropriations"
"Budget Hearing: USDA Office of the Inspector General",https://www.congress.gov/event/116th-congress/house-event/110472,116th,"House of Representatives",2020-02-11T15:00:00Z,"House Appropriations"
"Open World Leadership Center FY2021 Budget Request",https://www.congress.gov/event/116th-congress/house-event/110476,116th,"House of Representatives",2020-02-11T15:00:00Z,"House Appropriations"
"USDA Office of Inspector General",https://www.congress.gov/event/116th-congress/house-event/110492,116th,"House of Representatives",2020-02-11T15:00:00Z,"House Appropriations"
"American Indian and Alaska Native Public Witness Day 1",https://www.congress.gov/event/116th-congress/house-event/110377,116th,"House of Representatives",2020-02-11T14:00:00Z,"House Appropriations"
"AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2021",https://www.congress.gov/event/116th-congress/house-event/LC66032/text,116th,"House of Representatives",2020-02-11T05:00:00Z,"House Appropriations"
"COMMITTEE ON APPROPRIATIONS",https://www.congress.gov/event/116th-congress/house-event/LC66631/text,116th,"House of Representatives",2020-02-11T05:00:00Z,"House Appropriations"
"Non-Tribal Public Witness Day Afternoon Session",https://www.congress.gov/event/116th-congress/house-event/110442,116th,"House of Representatives",2020-02-06T18:00:00Z,"House Appropriations"
"U.S. Strategic Command (CLOSED)",https://www.congress.gov/event/116th-congress/house-event/110449,116th,"House of Representatives",2020-02-06T16:00:00Z,"House Appropriations"
"Non-Tribal Public Witness Days",https://www.congress.gov/event/116th-congress/house-event/110376,116th,"House of Representatives",2020-02-06T14:00:00Z,"House Appropriations"
"DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2021",https://www.congress.gov/event/116th-congress/house-event/LC66024/text,116th,"House of Representatives",2020-02-06T05:00:00Z,"House Appropriations"
"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2021",https://www.congress.gov/event/116th-congress/house-event/LC66022/text,116th,"House of Representatives",2020-02-06T05:00:00Z,"House Appropriations"
"Strengthening Community Recycling Programs: Challenges and Opportunities",https://www.congress.gov/event/116th-congress/house-event/110448,116th,"House of Representatives",2020-02-05T18:00:00Z,"House Appropriations"
"Oversight Hearing on DOE’s Role in Advancing Biomedical Sciences",https://www.congress.gov/event/116th-congress/house-event/110447,116th,"House of Representatives",2020-02-05T15:30:00Z,"House Appropriations"
"ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2021",https://www.congress.gov/event/116th-congress/house-event/LC65944/text,116th,"House of Representatives",2020-02-05T05:00:00Z,"House Appropriations"
Test,https://www.congress.gov/event/116th-congress/house-event/102479,116th,"House of Representatives",2019-12-25T15:00:00Z,"House Appropriations"
"THE IMPEACHMENT INQUIRY INTO PRESIDENT DONALD J. TRUMP: PRESENTATIONS FROM THE HOUSE PERMANENT SELECT COMMITTEE ON INTELLIGENCE AND HOUSE JUDICIARY COMMITTEE",https://www.congress.gov/event/116th-congress/house-event/LC64638/text,116th,"House of Representatives",2019-12-09T05:00:00Z,"House Judiciary, House Appropriations"
"The Department of Energy’s Role in Addressing Climate Change",https://www.congress.gov/event/116th-congress/house-event/110239,116th,"House of Representatives",2019-11-20T15:00:00Z,"House Appropriations"
"Office of Accountability and Whistleblower Protection’s Failures at VA",https://www.congress.gov/event/116th-congress/house-event/110192,116th,"House of Representatives",2019-11-14T15:00:00Z,"House Appropriations"
"Oversight Hearing:  The Department of Housing and Urban Development’s Community Development Block Grant-Disaster Recovery program",https://www.congress.gov/event/116th-congress/house-event/110073,116th,"House of Representatives",2019-10-17T18:00:00Z,"House Appropriations"
"Oversight Hearing:  Chronic Wasting Disease",https://www.congress.gov/event/116th-congress/house-event/110072,116th,"House of Representatives",2019-10-17T14:00:00Z,"House Appropriations"
"E-cigarettes: An Emerging Threat to Public Health",https://www.congress.gov/event/116th-congress/house-event/110071,116th,"House of Representatives",2019-10-16T14:00:00Z,"House Appropriations"
"Food and Nutrition Service: Policy and Program Overview",https://www.congress.gov/event/116th-congress/house-event/110069,116th,"House of Representatives",2019-10-16T14:00:00Z,"House Appropriations"
"NASA’s Proposal to Advance the Next Moon Landing by Four Years",https://www.congress.gov/event/116th-congress/house-event/110070,116th,"House of Representatives",2019-10-16T13:45:00Z,"House Appropriations"
"IRS Oversight: Treasury Inspector General for Tax Administration",https://www.congress.gov/event/116th-congress/house-event/110003,116th,"House of Representatives",2019-09-26T19:00:00Z,"House Appropriations"
"Oversight Hearing:  FAA Aviation Certification",https://www.congress.gov/event/116th-congress/house-event/110007,116th,"House of Representatives",2019-09-25T18:00:00Z,"House Appropriations"
"Federal Trade Commission: Protecting Consumers and Fostering Competition in the 21st Century",https://www.congress.gov/event/116th-congress/house-event/110005,116th,"House of Representatives",2019-09-25T14:00:00Z,"House Appropriations"
"International Food Assistance Programs at USDA and USAID",https://www.congress.gov/event/116th-congress/house-event/110004,116th,"House of Representatives",2019-09-25T14:00:00Z,"House Appropriations"
"Investments in Medical Research at Five Institutes and Centers of the National Institutes of Health",https://www.congress.gov/event/116th-congress/house-event/110006,116th,"House of Representatives",2019-09-25T14:00:00Z,"House Appropriations"
"AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2020",https://www.congress.gov/event/116th-congress/house-event/LC64820/text,116th,"House of Representatives",2019-09-25T04:00:00Z,"House Appropriations"
"DEPARTMENTS OF TRANSPORTATION, HUD, AND RELATED AGENCIES APPROPRIATIONS FOR 2020",https://www.congress.gov/event/116th-congress/house-event/LC64660/text,116th,"House of Representatives",2019-09-25T04:00:00Z,"House Appropriations"
"Marine Debris: Impacts on Ecosystems and Species",https://www.congress.gov/event/116th-congress/house-event/109934,116th,"House of Representatives",2019-09-19T14:30:00Z,"House Appropriations"
"Science, Technology, Engineering, and Mathematics (STEM) Engagement",https://www.congress.gov/event/116th-congress/house-event/109933,116th,"House of Representatives",2019-09-19T14:00:00Z,"House Appropriations"
"Oversight Hearing:  Mental Health Needs of Children in HHS Custody",https://www.congress.gov/event/116th-congress/house-event/109932,116th,"House of Representatives",2019-09-18T14:00:00Z,"House Appropriations"
"Oversight Hearing:  DOJ’s Community Relations Service",https://www.congress.gov/event/116th-congress/house-event/109900,116th,"House of Representatives",2019-09-10T14:00:00Z,"House Appropriations"
"U.S. Immigration and Customs Enforcement Oversight Hearing",https://www.congress.gov/event/116th-congress/house-event/109836,116th,"House of Representatives",2019-07-25T17:00:00Z,"House Appropriations"
"Bureau of Indian Education, Education Construction",https://www.congress.gov/event/116th-congress/house-event/109835,116th,"House of Representatives",2019-07-24T19:00:00Z,"House Appropriations"
"U.S. Customs and Border Protection - Border Patrol Oversight Hearing",https://www.congress.gov/event/116th-congress/house-event/109834,116th,"House of Representatives",2019-07-24T18:00:00Z,"House Appropriations"
"Budget and Oversight Hearing:  White House Office of Science and Technology Policy",https://www.congress.gov/event/116th-congress/house-event/109833,116th,"House of Representatives",2019-07-24T14:15:00Z,"House Appropriations"
"International Food Assistance Programs at USDA and USAID",https://www.congress.gov/event/116th-congress/house-event/109831,116th,"House of Representatives",2019-07-24T14:00:00Z,"House Appropriations"
"Oversight of the Unaccompanied Children Program: Ensuring the Safety of Children in HHS Care",https://www.congress.gov/event/116th-congress/house-event/109832,116th,"House of Representatives",2019-07-24T13:00:00Z,"House Appropriations"
"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2020",https://www.congress.gov/event/116th-congress/house-event/LC64739/text,116th,"House of Representatives",2019-07-24T04:00:00Z,"House Appropriations"
"DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2020",https://www.congress.gov/event/116th-congress/house-event/LC64769/text,116th,"House of Representatives",2019-07-24T04:00:00Z,"House Appropriations"
"Southern Command",https://www.congress.gov/event/116th-congress/house-event/109750,116th,"House of Representatives",2019-07-11T18:00:00Z,"House Appropriations"
"Management Challenges and Oversight of Department of State and United States Agency for International Development Programs",https://www.congress.gov/event/116th-congress/house-event/109749,116th,"House of Representatives",2019-07-11T14:00:00Z,"House Appropriations"
"United States Efforts to Counter Russian Disinformation and Malign Influence",https://www.congress.gov/event/116th-congress/house-event/109748,116th,"House of Representatives",2019-07-10T14:00:00Z,"House Appropriations"
"FY2020 Homeland Security Appropriations Bill and the FY2020 Financial Services and General Government Appropriations Bill and the Report on the Further Revised Suballocation of Budget Allocations for FY2020",https://www.congress.gov/event/116th-congress/house-event/109632,116th,"House of Representatives",2019-06-11T14:30:00Z,"House Appropriations"
"FY2020 Homeland Security Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/109599,116th,"House of Representatives",2019-06-05T13:00:00Z,"House Appropriations"
"FY2020 Transportation, Housing, Urban Development, and Related Agencies Appropriations Bill and FY2020 Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Bill, and Report on the Further Revised Suballocation of Budget Allocations for FY2020",https://www.congress.gov/event/116th-congress/house-event/109590,116th,"House of Representatives",2019-06-04T14:30:00Z,"House Appropriations"
"FY2020 Financial Services and General Government Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/109588,116th,"House of Representatives",2019-06-03T23:00:00Z,"House Appropriations"
"FY2020 Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/109564,116th,"House of Representatives",2019-05-23T14:00:00Z,"House Appropriations"
"FY2020 Transportation, Housing and Urban Development, and Related Agencies Subcommittee",https://www.congress.gov/event/116th-congress/house-event/109560,116th,"House of Representatives",2019-05-23T12:30:00Z,"House Appropriations"
"FY2020 Commerce, Justice, and Science and Interior and the Environment Appropriations Bills",https://www.congress.gov/event/116th-congress/house-event/109552,116th,"House of Representatives",2019-05-22T14:30:00Z,"House Appropriations"
"FY2020 Energy & Water and Defense Full Committee Appropriations Bills",https://www.congress.gov/event/116th-congress/house-event/109534,116th,"House of Representatives",2019-05-21T14:30:00Z,"House Appropriations"
"FY20 Commerce, Justice, Science, and Related Agencies Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/109513,116th,"House of Representatives",2019-05-17T13:30:00Z,"House Appropriations"
"FY2020 State, Foreign Operations & Related Programs Appropriations Bill and Report on the Revised Suballocation of Budget Allocations for FY2020",https://www.congress.gov/event/116th-congress/house-event/109499,116th,"House of Representatives",2019-05-16T14:30:00Z,"House Appropriations"
"FY2020 Interior, Environment, and Related Agencies Subcommittee",https://www.congress.gov/event/116th-congress/house-event/109495,116th,"House of Representatives",2019-05-15T18:00:00Z,"House Appropriations"
"FY2020 Energy and Water Development, and Related Agencies Subcommittee",https://www.congress.gov/event/116th-congress/house-event/109494,116th,"House of Representatives",2019-05-15T16:00:00Z,"House Appropriations"
"FY 2020 Defense Subcommittee Markup [Closed]",https://www.congress.gov/event/116th-congress/house-event/109491,116th,"House of Representatives",2019-05-15T14:00:00Z,"House Appropriations"
"FY2020 Department of State, Foreign Operations, and Related Programs Subcommittee",https://www.congress.gov/event/116th-congress/house-event/109464,116th,"House of Representatives",2019-05-10T12:00:00Z,"House Appropriations"
"FY2020 Legislative Branch and Military Construction and Veterans Affairs",https://www.congress.gov/event/116th-congress/house-event/109454,116th,"House of Representatives",2019-05-09T14:30:00Z,"House Appropriations"
"FY2020 Labor, Health and Human Services, Education, and Related Agencies",https://www.congress.gov/event/116th-congress/house-event/109441,116th,"House of Representatives",2019-05-08T14:30:00Z,"House Appropriations"
"FY2020 Labor, Health and Human Services, Education, and Related Agencies",https://www.congress.gov/event/116th-congress/house-event/109440,116th,"House of Representatives",2019-05-08T14:30:00Z,"House Appropriations"
"FY20 Budget, Department of the Interior",https://www.congress.gov/event/116th-congress/house-event/109408,116th,"House of Representatives",2019-05-07T19:00:00Z,"House Appropriations"
"FY2020 Military Construction, Veterans Affairs, and Related Agencies Subcommittee",https://www.congress.gov/event/116th-congress/house-event/109390,116th,"House of Representatives",2019-05-01T19:00:00Z,"House Appropriations"
"FY2020 Legislative Branch Subcommittee",https://www.congress.gov/event/116th-congress/house-event/109389,116th,"House of Representatives",2019-05-01T17:00:00Z,"House Appropriations"
"Department of Defense - FY2020 Budget Hearing",https://www.congress.gov/event/116th-congress/house-event/109344,116th,"House of Representatives",2019-05-01T14:00:00Z,"House Appropriations"
"FY2020 Budget Hearing - Cybersecurity and Infrastructure Security Agency",https://www.congress.gov/event/116th-congress/house-event/109345,116th,"House of Representatives",2019-05-01T13:30:00Z,"House Appropriations"
"FY2020 Labor, Health and Human Services, Education, and Related Agencies Subcommittee",https://www.congress.gov/event/116th-congress/house-event/109378,116th,"House of Representatives",2019-04-30T20:00:00Z,"House Appropriations"
"FY2020 Budget Hearing - Federal Emergency Management Agency",https://www.congress.gov/event/116th-congress/house-event/109343,116th,"House of Representatives",2019-04-30T17:00:00Z,"House Appropriations"
"Navy and Marine Corps - FY2020 Budget Hearing",https://www.congress.gov/event/116th-congress/house-event/109342,116th,"House of Representatives",2019-04-30T15:00:00Z,"House Appropriations"
"Bureau of Indian Affairs and Bureau of Indian Education",https://www.congress.gov/event/116th-congress/house-event/109341,116th,"House of Representatives",2019-04-30T14:00:00Z,"House Appropriations"
"Oversight Hearing: 2020 Census Preparation",https://www.congress.gov/event/116th-congress/house-event/109338,116th,"House of Representatives",2019-04-30T14:00:00Z,"House Appropriations"
"FY2020 Budget Hearing - Department of Homeland Security",https://www.congress.gov/event/116th-congress/house-event/109340,116th,"House of Representatives",2019-04-30T13:00:00Z,"House Appropriations"
"DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2020",https://www.congress.gov/event/116th-congress/house-event/LC64671/text,116th,"House of Representatives",2019-04-30T04:00:00Z,"House Appropriations"
"Central Intelligence Agency - FY2020 Budget Hearing",https://www.congress.gov/event/116th-congress/house-event/109337,116th,"House of Representatives",2019-04-29T20:30:00Z,"House Appropriations"
"Department of Transportation Budget Request for Fiscal Year 2020",https://www.congress.gov/event/116th-congress/house-event/109291,116th,"House of Representatives",2019-04-10T15:00:00Z,"House Appropriations"
"Economic Opportunities for Farmers through Sustainable Agricultural Practices",https://www.congress.gov/event/116th-congress/house-event/109290,116th,"House of Representatives",2019-04-10T14:00:00Z,"House Appropriations"
"U.S. Immigration and Customs Enforcement",https://www.congress.gov/event/116th-congress/house-event/109289,116th,"House of Representatives",2019-04-10T13:30:00Z,"House Appropriations"
"Member Day Hearing",https://www.congress.gov/event/116th-congress/house-event/109288,116th,"House of Representatives",2019-04-10T13:00:00Z,"House Appropriations"
"Internal Revenue Service Budget Request for FY2020",https://www.congress.gov/event/116th-congress/house-event/109285,116th,"House of Representatives",2019-04-09T18:00:00Z,"House Appropriations"
"Member Day Hearing",https://www.congress.gov/event/116th-congress/house-event/109287,116th,"House of Representatives",2019-04-09T18:00:00Z,"House Appropriations"
