chamber,congress,session,roll_number,chamber_roll_number,vote_date,title,question,result,yeas,nays,present,not_voting
Senate,117,1,211,211,2021-05-26,Lee Amdt. No. 1929,On the Amendment S.Amdt. 1929 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Rejected,48,49,0,3
Senate,117,1,212,212,2021-05-26,Braun Amdt. No. 1771,On the Amendment S.Amdt. 1771 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Rejected,48,49,0,3
Senate,117,1,213,213,2021-05-26,Sasse Amdt. No. 2023,On the Amendment S.Amdt. 2023 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Agreed to,67,30,0,3
Senate,117,1,214,214,2021-05-27,Motion to Invoke Cloture: Schumer Amdt. No. 1502,On the Cloture Motion S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Cloture Motion Agreed to,68,30,0,2
Senate,117,1,215,215,2021-05-27,Motion to Table Rubio Amdt. No. 1802,On the Motion to Table S.Amdt. 1802 to S.Amdt. 1527 to S.Amdt. 1502 to S. 1260,Motion to Table Agreed to,55,40,0,5
Senate,117,1,216,216,2021-05-27,Crapo-Wyden Amdt. No. 1562 As Modified,On the Amendment S.Amdt. 1562 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Agreed to,91,4,0,5
Senate,117,1,217,217,2021-05-27,Motion to Instruct the Sergeant at Arms to Request the Attendance of Absentee Senators,On the Motion for Attendance S. 1260,Motion for Attendance Agreed to,84,7,0,9
Senate,117,1,218,218,2021-05-28,Motion to Invoke Cloture Re: Motion to Proceed to H.R. 3233,On the Cloture Motion H.R. 3233,Cloture Motion Rejected,54,35,0,11
Senate,117,1,219,219,2021-06-07,Motion to Invoke Cloture: Julien Xavier Neals to be U.S. District Judge for the District of New Jersey,On the Cloture Motion PN393,Cloture Motion Agreed to,66,28,0,6
Senate,117,1,220,220,2021-06-08,"Confirmation: Julien Xavier Neals, of New Jersey, to be U.S. District Judge for the District of New Jersey",On the Nomination PN393,Nomination Confirmed,66,33,0,1
Senate,117,1,221,221,2021-06-08,Motion to Invoke Cloture: Regina M. Rodriguez to be U.S. District Judge for the District of Colorado,On the Cloture Motion PN395,Cloture Motion Agreed to,72,28,0,0
Senate,117,1,222,222,2021-06-08,"Confirmation: Regina M. Rodriguez, of Colorado, to be U.S. District Judge for the District of Colorado",On the Nomination PN395,Nomination Confirmed,72,28,0,0
Senate,117,1,223,223,2021-06-08,Cornyn Amdt. No. 1858,On the Amendment S.Amdt. 1858 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Rejected,42,58,0,0
Senate,117,1,224,224,2021-06-08,Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 1502 As Amended ,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 1502 As Amended ),Motion Agreed to,72,28,0,0
Senate,117,1,225,225,2021-06-08,Amdt. No. 1502 As Amended,On the Amendment S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Agreed to,68,32,0,0
Senate,117,1,226,226,2021-06-08,"S. 1260, As Amended",On Passage of the Bill S. 1260,Bill Passed,68,32,0,0
Senate,117,1,227,227,2021-06-08,Motion to Invoke Cloture Re: Motion to Proceed to H.R. 7,On Cloture on the Motion to Proceed H.R. 7,Cloture on the Motion to Proceed Rejected,49,50,0,1
Senate,117,1,228,228,2021-06-10,"Motion to Invoke Cloture: Zahid N. Quraishi, of New Jersey, to be U.S. District Judge for the District of New Jersey",On the Cloture Motion PN394,Cloture Motion Agreed to,83,16,0,1
Senate,117,1,229,229,2021-06-10,Motion to Invoke Cloture: Ketanji Brown Jackson to be U.S. Circuit Judge for the District of Columbia Circuit,On the Cloture Motion PN391,Cloture Motion Agreed to,52,46,0,2
Senate,117,1,230,230,2021-06-10,"Confirmation: Zahid N. Quraishi, of New Jersey, to be U.S. District Judge for the District of New Jersey",On the Nomination PN394,Nomination Confirmed,81,16,0,3
Senate,117,1,231,231,2021-06-14,"Confirmation: Ketanji Brown Jackson, of the District of Columbia, to be U.S. Circuit Judge for the District of Columbia Circuit",On the Nomination PN391,Nomination Confirmed,53,44,0,3
Senate,117,1,232,232,2021-06-14,Motion to Invoke Cloture: Lina M. Khan to be a Federal Trade Commissioner,On the Cloture Motion PN254,Cloture Motion Agreed to,72,25,0,3
Senate,117,1,233,233,2021-06-15,"Confirmation: Lina M. Khan, of New York, to be a Federal Trade Commissioner",On the Nomination PN254,Nomination Confirmed,69,28,0,3
Senate,117,1,234,234,2021-06-16,Motion to Invoke Cloture: Radhika Fox to be an Assistant Administrator of the Environmental Protection Agency,On the Cloture Motion PN444,Cloture Motion Agreed to,55,43,0,2
Senate,117,1,235,235,2021-06-16,Motion to Invoke Cloture: Lydia Kay Griggsby to be U.S. District Judge for the District of Maryland,On the Cloture Motion PN390,Cloture Motion Agreed to,57,41,0,2
Senate,117,1,236,236,2021-06-16,"Confirmation: Radhika Fox, of California, to be an Assistant Administrator of the Environmental Protection Agency",On the Nomination PN444,Nomination Confirmed,55,43,0,2
Senate,117,1,237,237,2021-06-16,"Confirmation: Lydia Kay Griggsby, of Maryland, to be U.S. District Judge for the District of Maryland",On the Nomination PN390,Nomination Confirmed,59,39,0,2
Senate,117,1,238,238,2021-06-16,Motion to Invoke Cloture: Tommy P. Beaudreau to be Deputy Secretary of the Interior,On the Cloture Motion PN363,Cloture Motion Agreed to,89,9,0,2
Senate,117,1,239,239,2021-06-17,"Confirmation: Tommy P. Beaudreau, of Alaska, to be Deputy Secretary of the Interior",On the Nomination PN363,Nomination Confirmed,88,9,0,3
Senate,117,1,240,240,2021-06-17,Motion to Invoke Cloture: John K. Tien to be Deputy Secretary of Homeland Security,On the Cloture Motion PN421,Cloture Motion Agreed to,63,33,0,4
